,Opposition,Distance,HSR,Sprint,Accelerations,Decelerations,Jumps,match_id,season_name,team,opposition_team,goals_scored,goals_conceded,np_xg,np_xg_conceded,shots,shots_on_target,opposition_shots,opposition_shots_on_target,passes,opposition_passes,completed_passes_into_the_box,pressures,pressure_regains,fouls,tackles,yellow_cards,xg_within_8_seconds_of_corner,xg_conceded_within_8_seconds_of_corner,shots_within_8_seconds_of_corner,shots_conceded_within_8_seconds_of_corner,goals_within_8_seconds_of_corner,goals_conceded_within_8_seconds_of_corner,xg_within_8_seconds_of_indirect_free_kick,xg_conceded_within_8_seconds_of_indirect_free_kick,shots_within_8_seconds_of_indirect_free_kick,shots_conceded_within_8_seconds_of_indirect_free_kick,goals_within_8_seconds_of_indirect_free_kick,goals_conceded_within_8_seconds_of_indirect_free_kick,possession,final_third_possession,ppda,completed_passes_and_carries_into_final_third,match_outcome,date,monte_carlo_win_prob,monte_carlo_draw_prob,monte_carlo_loss_prob,location,lineup
182,Sheffield Wednesday,,,,,,,,2324,Coventry City,Sheffield Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06/02/2024,,,,home,[]
183,Millwall,101177,4986,727,238,382,38,3895716,2324,Coventry City,Millwall,2,1,1.6715733,1.1485043,14,4,8,4,604,374,13,137,21,11,18,0,0.1701939,0,2,0,0,0,0,0.102303,0,1,0,0,62,59,9.388888889,51,won,11/02/2024,0.6954,0.1843,0.1203,home,"[{'player_id': 3061, 'squad_role': 'Starting XI', 'position': 'Left Back', 'minutes_played': 94.0667}, {'player_id': 3299, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 3317, 'squad_role': 'Starting XI', 'position': 'Left Wing', 'minutes_played': 57.65}, {'player_id': 8998, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 9422, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 13247, 'squad_role': 'Starting XI', 'position': 'Goalkeeper', 'minutes_played': 94.0667}, {'player_id': 15811, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 22008, 'squad_role': 'Starting XI', 'position': 'Center Forward', 'minutes_played': 94.0667}, {'player_id': 23399, 'squad_role': 'Starting XI', 'position': 'Center Attacking Midfield', 'minutes_played': 94.0667}, {'player_id': 29405, 'squad_role': 'Starting XI', 'position': 'Left Defensive Midfield', 'minutes_played': 57.65}, {'player_id': 29659, 'squad_role': 'Starting XI', 'position': 'Right Back', 'minutes_played': 94.0667}, {'player_id': 32261, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 32685, 'squad_role': 'Starting XI', 'position': 'Right Center Back', 'minutes_played': 94.0667}, {'player_id': 35708, 'squad_role': 'Starting XI', 'position': 'Left Center Back', 'minutes_played': 94.0667}, {'player_id': 38531, 'squad_role': 'Starting XI', 'position': 'Right Wing', 'minutes_played': 94.0667}, {'player_id': 39491, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 41508, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Left Defensive Midfield', 'minutes_played': 36.5667}, {'player_id': 42928, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Left Wing', 'minutes_played': 36.4833}, {'player_id': 49458, 'squad_role': 'Starting XI', 'position': 'Right Defensive Midfield', 'minutes_played': 94.0667}, {'player_id': 302569, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}]"
184,Plymouth,104638,7067,1464,288,409,19,3895733,2324,Coventry City,Plymouth Argyle,2,2,2.2694995,1.0133516,17,7,13,4,563,361,10,130,29,21,20,3,0.1535651,0,3,0,0,0,0.143469,0.239082,1,3,1,0,61,67,7.230769231,50,draw,14/02/2024,0.6874,0.1964,0.1162,away,"[{'player_id': 3061, 'squad_role': 'Starting XI', 'position': 'Left Wing', 'minutes_played': 97.7}, {'player_id': 3299, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 3317, 'squad_role': 'Starting XI', 'position': 'Center Attacking Midfield', 'minutes_played': 97.7}, {'player_id': 8998, 'squad_role': 'Starting XI', 'position': 'Left Back', 'minutes_played': 62.2}, {'player_id': 9422, 'squad_role': 'Starting XI', 'position': 'Center Forward', 'minutes_played': 62.3833}, {'player_id': 13247, 'squad_role': 'Starting XI', 'position': 'Goalkeeper', 'minutes_played': 97.7}, {'player_id': 15811, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 22008, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Left Back', 'minutes_played': 35.5}, {'player_id': 29405, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Left Defensive Midfield', 'minutes_played': 19.4}, {'player_id': 29659, 'squad_role': 'Starting XI', 'position': 'Right Back', 'minutes_played': 97.7}, {'player_id': 30077, 'squad_role': 'Starting XI', 'position': 'Left Center Back', 'minutes_played': 97.7}, {'player_id': 32261, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 32685, 'squad_role': 'Starting XI', 'position': 'Left Defensive Midfield', 'minutes_played': 78.3}, {'player_id': 35708, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 38531, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Center Forward', 'minutes_played': 35.3167}, {'player_id': 39491, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 41508, 'squad_role': 'Starting XI', 'position': 'Right Center Back', 'minutes_played': 97.7}, {'player_id': 42928, 'squad_role': 'Starting XI', 'position': 'Right Wing', 'minutes_played': 97.7}, {'player_id': 49458, 'squad_role': 'Starting XI', 'position': 'Right Defensive Midfield', 'minutes_played': 97.7}, {'player_id': 302573, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}]"
185,Stoke,108872,6906,1123,295,359,11,3895742,2324,Coventry City,Stoke City,1,0,1.3768361,0.6556158,9,2,13,1,546,533,5,234,59,14,25,1,0,0.1609723,0,3,0,0,0,0,0,0,0,0,51,47,9.225806452,40,won,17/02/2024,0.5374,0.2893,0.1733,away,"[{'player_id': 3061, 'squad_role': 'Starting XI', 'position': 'Left Back', 'minutes_played': 95.8333}, {'player_id': 3299, 'squad_role': 'Starting XI', 'position': 'Goalkeeper', 'minutes_played': 95.8333}, {'player_id': 3317, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Right Wing', 'minutes_played': 30.1833}, {'player_id': 8998, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Center Attacking Midfield', 'minutes_played': 5.43333}, {'player_id': 9422, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 13247, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 15811, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 22008, 'squad_role': 'Starting XI', 'position': 'Left Wing', 'minutes_played': 95.8333}, {'player_id': 23399, 'squad_role': 'Starting XI', 'position': 'Center Attacking Midfield', 'minutes_played': 90.4}, {'player_id': 29405, 'squad_role': 'Starting XI', 'position': 'Right Defensive Midfield', 'minutes_played': 95.8333}, {'player_id': 29659, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Right Back', 'minutes_played': 49.45}, {'player_id': 30077, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 32261, 'squad_role': 'Starting XI', 'position': 'Right Wing', 'minutes_played': 65.9167}, {'player_id': 32685, 'squad_role': 'Starting XI', 'position': 'Right Back', 'minutes_played': 95.8333}, {'player_id': 35708, 'squad_role': 'Starting XI', 'position': 'Left Center Back', 'minutes_played': 95.8333}, {'player_id': 39491, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 41508, 'squad_role': 'Starting XI', 'position': 'Right Center Back', 'minutes_played': 95.8333}, {'player_id': 42928, 'squad_role': 'Starting XI', 'position': 'Center Forward', 'minutes_played': 95.8333}, {'player_id': 49458, 'squad_role': 'Starting XI', 'position': 'Left Defensive Midfield', 'minutes_played': 46.3833}, {'player_id': 302573, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}]"
186,Preston,100827,5981,1191,303,378,26,3895753,2324,Coventry City,Preston North End,0,3,0.91269913,1.23453911,10,4,10,3,472,421,10,165,32,9,16,1,0.0215478,0.4476369,1,3,0,1,0.0281989,0.08159864,1,2,0,0,53,42,8.368421053,45,lost,23/02/2024,0.2324,0.3346,0.433,home,"[{'player_id': 3061, 'squad_role': 'Starting XI', 'position': 'Left Back', 'minutes_played': 53.0833}, {'player_id': 3299, 'squad_role': 'Starting XI', 'position': 'Goalkeeper', 'minutes_played': 102.233}, {'player_id': 3317, 'squad_role': 'Substitution - On (Injury)', 'position': 'Left Wing', 'minutes_played': 72.05}, {'player_id': 8998, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Left Wing Back', 'minutes_played': 49.15}, {'player_id': 9422, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Left Center Forward', 'minutes_played': 21.7833}, {'player_id': 13247, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 15811, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Center Defensive Midfield', 'minutes_played': 10.8167}, {'player_id': 22008, 'squad_role': 'Starting XI', 'position': 'Left Wing', 'minutes_played': 81.75}, {'player_id': 23399, 'squad_role': 'Starting XI', 'position': 'Center Attacking Midfield', 'minutes_played': 81.75}, {'player_id': 29405, 'squad_role': 'Starting XI', 'position': 'Right Defensive Midfield', 'minutes_played': 91.7167}, {'player_id': 29659, 'squad_role': 'Starting XI', 'position': 'Right Back', 'minutes_played': 102.233}, {'player_id': 30077, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 32261, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 32685, 'squad_role': 'Starting XI', 'position': 'Left Defensive Midfield', 'minutes_played': 102.233}, {'player_id': 35708, 'squad_role': 'Starting XI', 'position': 'Left Center Back', 'minutes_played': 102.233}, {'player_id': 38531, 'squad_role': 'Starting XI', 'position': 'Right Wing', 'minutes_played': 30.5}, {'player_id': 39491, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 41508, 'squad_role': 'Starting XI', 'position': 'Right Center Back', 'minutes_played': 102.233}, {'player_id': 42928, 'squad_role': 'Starting XI', 'position': 'Center Forward', 'minutes_played': 102.233}, {'player_id': 49458, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Right Center Midfield', 'minutes_played': 21.5833}]"
187,Maidstone United,,,,,,,,2324,Coventry City,Maidstone United,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26/02/2024,,,,home,[]
188,West Brom,109127,6961,1171,282,463,24,3895772,2324,Coventry City,West Bromwich Albion,1,2,0.7922039,0.4601245,16,2,7,2,537,624,3,208,39,14,24,1,0.0502397,0,1,0,0,0,0,0.0563479,0,1,0,0,46,50,12.87096774,47,lost,01/03/2024,0.7206,0.2123,0.0671,away,"[{'player_id': 3061, 'squad_role': 'Starting XI', 'position': 'Left Wing Back', 'minutes_played': 97.3833}, {'player_id': 3299, 'squad_role': 'Starting XI', 'position': 'Goalkeeper', 'minutes_played': 97.3833}, {'player_id': 3317, 'squad_role': 'Starting XI', 'position': 'Left Attacking Midfield', 'minutes_played': 97.3833}, {'player_id': 8998, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 9422, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 13247, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 15811, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 22008, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Left Center Forward', 'minutes_played': 50.25}, {'player_id': 23399, 'squad_role': 'Starting XI', 'position': 'Right Attacking Midfield', 'minutes_played': 47.1333}, {'player_id': 29405, 'squad_role': 'Starting XI', 'position': 'Right Defensive Midfield', 'minutes_played': 97.3833}, {'player_id': 29659, 'squad_role': 'Starting XI', 'position': 'Right Wing Back', 'minutes_played': 97.3833}, {'player_id': 30077, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 32261, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 32685, 'squad_role': 'Starting XI', 'position': 'Center Back', 'minutes_played': 97.3833}, {'player_id': 35708, 'squad_role': 'Starting XI', 'position': 'Left Center Back', 'minutes_played': 97.3833}, {'player_id': 39491, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 41508, 'squad_role': 'Starting XI', 'position': 'Right Center Back', 'minutes_played': 97.3833}, {'player_id': 42928, 'squad_role': 'Starting XI', 'position': 'Center Forward', 'minutes_played': 97.3833}, {'player_id': 49458, 'squad_role': 'Starting XI', 'position': 'Left Defensive Midfield', 'minutes_played': 97.3833}, {'player_id': 302573, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}]"
189,Rotherham,107157,6836,1585,315,404,31,3895774,2324,Coventry City,Rotherham United,5,0,1.7010397,0.6354141,16,6,7,2,534,460,7,178,25,10,14,0,0.4802714,0.378815,4,2,1,0,0,0.0202724,0,1,0,0,54,56,13.4,53,won,05/03/2024,0.6479,0.2301,0.122,home,"[{'player_id': 3061, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 3299, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 3317, 'squad_role': 'Starting XI', 'position': 'Center Attacking Midfield', 'minutes_played': 61.95}, {'player_id': 8998, 'squad_role': 'Starting XI', 'position': 'Left Wing Back', 'minutes_played': 96.4333}, {'player_id': 9422, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Left Center Forward', 'minutes_played': 34.2833}, {'player_id': 13247, 'squad_role': 'Starting XI', 'position': 'Goalkeeper', 'minutes_played': 96.4333}, {'player_id': 15811, 'squad_role': 'Starting XI', 'position': 'Right Defensive Midfield', 'minutes_played': 96.4333}, {'player_id': 22008, 'squad_role': 'Starting XI', 'position': 'Left Center Forward', 'minutes_played': 62.15}, {'player_id': 23399, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Center Attacking Midfield', 'minutes_played': 34.4833}, {'player_id': 29405, 'squad_role': 'Starting XI', 'position': 'Right Wing Back', 'minutes_played': 62.0}, {'player_id': 29659, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Right Wing Back', 'minutes_played': 34.4333}, {'player_id': 30077, 'squad_role': 'Starting XI', 'position': 'Left Center Back', 'minutes_played': 96.4333}, {'player_id': 32261, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Left Center Forward', 'minutes_played': 11.05}, {'player_id': 32685, 'squad_role': 'Starting XI', 'position': 'Center Back', 'minutes_played': 96.4333}, {'player_id': 35708, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 39491, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 41508, 'squad_role': 'Starting XI', 'position': 'Right Center Back', 'minutes_played': 96.4333}, {'player_id': 42928, 'squad_role': 'Starting XI', 'position': 'Right Center Forward', 'minutes_played': 85.9}, {'player_id': 49458, 'squad_role': 'Starting XI', 'position': 'Left Defensive Midfield', 'minutes_played': 92.3333}, {'player_id': 302573, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Left Defensive Midfield', 'minutes_played': 4.38333}]"
190,Watford,108568,7755,1497,326,436,36,3895796,2324,Coventry City,Watford,2,1,0.372521,0.95601514,7,2,19,5,382,501,5,177,19,19,16,5,0.0403034,0.107982,1,1,0,0,0,0.0330697,0,1,0,0,43,35,8.25,20,won,09/03/2024,0.4238,0.3281,0.2481,away,"[{'player_id': 3061, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 3299, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 3317, 'squad_role': 'Starting XI', 'position': 'Center Attacking Midfield', 'minutes_played': 63.7667}, {'player_id': 8998, 'squad_role': 'Starting XI', 'position': 'Left Wing Back', 'minutes_played': 100.85}, {'player_id': 9422, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Left Center Forward', 'minutes_played': 8.55}, {'player_id': 13247, 'squad_role': 'Starting XI', 'position': 'Goalkeeper', 'minutes_played': 100.85}, {'player_id': 15811, 'squad_role': 'Starting XI', 'position': 'Right Defensive Midfield', 'minutes_played': 50.75}, {'player_id': 22008, 'squad_role': 'Starting XI', 'position': 'Right Center Forward', 'minutes_played': 100.85}, {'player_id': 23399, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Center Attacking Midfield', 'minutes_played': 37.6}, {'player_id': 29363, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Left Defensive Midfield', 'minutes_played': 37.75}, {'player_id': 29405, 'squad_role': 'Starting XI', 'position': 'Right Wing Back', 'minutes_played': 100.85}, {'player_id': 29659, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Right Wing Back', 'minutes_played': 50.1}, {'player_id': 30077, 'squad_role': 'Starting XI', 'position': 'Left Center Back', 'minutes_played': 100.85}, {'player_id': 32261, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 32685, 'squad_role': 'Starting XI', 'position': 'Center Back', 'minutes_played': 100.85}, {'player_id': 35708, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 41508, 'squad_role': 'Starting XI', 'position': 'Right Center Back', 'minutes_played': 100.85}, {'player_id': 42928, 'squad_role': 'Starting XI', 'position': 'Left Center Forward', 'minutes_played': 92.75}, {'player_id': 49458, 'squad_role': 'Starting XI', 'position': 'Left Defensive Midfield', 'minutes_played': 63.7667}, {'player_id': 302573, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}]"
191,Wolves,,,,,,,,2324,Coventry City,Wolves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16/03/2024,,,,away,[]
192,Huddersfield,107892,9031,2135,290,352,32,3895813,2324,Coventry City,Huddersfield Town,3,1,1.2571101,1.30355463,12,7,17,4,471,378,11,169,35,18,13,4,0,0.1886336,0,2,0,0,0,0.0400658,0,1,0,0,55,47,9.523809524,38,won,29/03/2024,0.3503,0.2763,0.3734,away,"[{'player_id': 3061, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 3299, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 3317, 'squad_role': 'Starting XI', 'position': 'Center Attacking Midfield', 'minutes_played': 65.5167}, {'player_id': 8998, 'squad_role': 'Starting XI', 'position': 'Left Back', 'minutes_played': 101.2}, {'player_id': 9422, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Center Forward', 'minutes_played': 15.4833}, {'player_id': 13247, 'squad_role': 'Starting XI', 'position': 'Goalkeeper', 'minutes_played': 101.2}, {'player_id': 15811, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Right Defensive Midfield', 'minutes_played': 3.35}, {'player_id': 22008, 'squad_role': 'Starting XI', 'position': 'Left Wing', 'minutes_played': 101.2}, {'player_id': 23399, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Center Attacking Midfield', 'minutes_played': 35.6833}, {'player_id': 29363, 'squad_role': 'Starting XI', 'position': 'Left Defensive Midfield', 'minutes_played': 97.85}, {'player_id': 29405, 'squad_role': 'Starting XI', 'position': 'Right Defensive Midfield', 'minutes_played': 85.7}, {'player_id': 29659, 'squad_role': 'Starting XI', 'position': 'Right Wing', 'minutes_played': 101.2}, {'player_id': 30077, 'squad_role': 'Starting XI', 'position': 'Left Center Back', 'minutes_played': 101.2}, {'player_id': 32261, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 32685, 'squad_role': 'Starting XI', 'position': 'Right Back', 'minutes_played': 101.2}, {'player_id': 35708, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 41508, 'squad_role': 'Starting XI', 'position': 'Right Center Back', 'minutes_played': 101.2}, {'player_id': 42928, 'squad_role': 'Starting XI', 'position': 'Center Forward', 'minutes_played': 85.7167}, {'player_id': 49458, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Right Defensive Midfield', 'minutes_played': 15.5}, {'player_id': 302573, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}]"
